REGION;DEP;AR;CANTON;TYPCT;CHEFLIEU;TNCC;ARTMAJ;NCC;ARTMIN;NCCENR
82;01;1;01;1;01004;1;;AMBERIEU-EN-BUGEY;;Ambérieu-en-Bugey
82;01;2;02;1;01026;0;;BAGE-LE-CHATEL;;Bâgé-le-Châtel
82;01;4;03;1;01033;0;;BELLEGARDE-SUR-VALSERINE;;Bellegarde-sur-Valserine
82;01;1;04;1;01034;0;;BELLEY;;Belley
82;01;2;05;4;01053;0;;BOURG-EN-BRESSE-EST;;Bourg-en-Bresse-Est
82;01;4;06;1;01060;0;;BRENOD;;Brénod
82;01;2;07;1;01072;0;;CEYZERIAT;;Ceyzériat
82;01;2;08;1;01074;0;;CHALAMONT;;Chalamont
82;01;1;09;1;01079;0;;CHAMPAGNE-EN-VALROMEY;;Champagne-en-Valromey
82;01;2;10;1;01093;0;;CHATILLON-SUR-CHALARONNE;;Châtillon-sur-Chalaronne
82;01;2;11;1;01108;0;;COLIGNY;;Coligny
82;01;3;12;1;01109;0;;COLLONGES;;Collonges
82;01;3;13;1;01160;0;;FERNEY-VOLTAIRE;;Ferney-Voltaire
82;01;3;14;1;01173;0;;GEX;;Gex
82;01;1;15;1;01185;1;;HAUTEVILLE-LOMPNES;;Hauteville-Lompnes
82;01;4;16;1;01192;1;;IZERNORE;;Izernore
82;01;1;17;1;01202;0;;LAGNIEU;;Lagnieu
82;01;1;18;1;01216;0;;LHUIS;;Lhuis
82;01;2;19;1;01244;0;;MEXIMIEUX;;Meximieux
82;01;2;20;1;01262;0;;MONTLUEL;;Montluel
82;01;2;21;1;01266;0;;MONTREVEL-EN-BRESSE;;Montrevel-en-Bresse
82;01;4;22;1;01269;0;;NANTUA;;Nantua
82;01;4;23;2;01283;1;;OYONNAX-NORD;;Oyonnax-Nord
82;01;4;24;1;01303;0;;PONCIN;;Poncin
82;01;2;25;1;01304;0;;PONT-D'AIN;;Pont-d'Ain
82;01;2;26;1;01305;0;;PONT-DE-VAUX;;Pont-de-Vaux
82;01;2;27;1;01306;0;;PONT-DE-VEYLE;;Pont-de-Veyle
82;01;1;28;1;01384;0;;SAINT-RAMBERT-EN-BUGEY;;Saint-Rambert-en-Bugey
82;01;2;29;1;01388;0;;SAINT-TRIVIER-DE-COURTES;;Saint-Trivier-de-Courtes
82;01;2;30;1;01389;0;;SAINT-TRIVIER-SUR-MOIGNANS;;Saint-Trivier-sur-Moignans
82;01;1;31;1;01407;0;;SEYSSEL;;Seyssel
82;01;2;32;1;01420;0;;THOISSEY;;Thoissey
82;01;2;33;1;01426;0;;TREFFORT-CUISIAT;;Treffort-Cuisiat
82;01;2;34;1;01427;0;;TREVOUX;;Trévoux
82;01;2;35;1;01443;0;;VILLARS-LES-DOMBES;;Villars-les-Dombes
82;01;1;36;1;01452;0;;VIRIEU-LE-GRAND;;Virieu-le-Grand
82;01;2;37;4;01053;0;;BOURG-EN-BRESSE-NORD-CENTRE;;Bourg-en-Bresse-Nord-Centre
82;01;2;38;4;01053;0;;BOURG-EN-BRESSE-SUD;;Bourg-en-Bresse-Sud
82;01;2;39;1;01289;0;;PERONNAS;;Péronnas
82;01;2;40;1;01249;0;;MIRIBEL;;Miribel
82;01;4;41;2;01283;1;;OYONNAX-SUD;;Oyonnax-Sud
82;01;2;42;1;01322;0;;REYRIEUX;;Reyrieux
82;01;2;43;1;01451;0;;VIRIAT;;Viriat
22;02;2;01;1;02018;1;;ANIZY-LE-CHATEAU;;Anizy-le-Château
22;02;5;02;1;02031;1;;AUBENTON;;Aubenton
22;02;3;03;1;02095;0;;BOHAIN-EN-VERMANDOIS;;Bohain-en-Vermandois
22;02;4;04;1;02110;0;;BRAINE;;Braine
22;02;5;05;1;02141;3;(LA);CAPELLE;(La);Capelle
22;02;3;06;1;02143;2;(LE);CATELET;(Le);Catelet
22;02;1;07;1;02163;0;;CHARLY-SUR-MARNE;;Charly-sur-Marne
22;02;1;08;1;02168;0;;CHATEAU-THIERRY;;Château-Thierry
22;02;2;09;1;02173;0;;CHAUNY;;Chauny
22;02;1;10;1;02209;0;;CONDE-EN-BRIE;;Condé-en-Brie
22;02;2;11;1;02217;0;;COUCY-LE-CHATEAU-AUFFRIQUE;;Coucy-le-Château-Auffrique
22;02;2;12;1;02234;0;;CRAONNE;;Craonne
22;02;2;13;1;02237;0;;CRECY-SUR-SERRE;;Crécy-sur-Serre
22;02;2;14;1;02304;3;(LA);FERE;(La);Fère
22;02;1;15;1;02305;0;;FERE-EN-TARDENOIS;;Fère-en-Tardenois
22;02;5;16;1;02361;0;;GUISE;;Guise
22;02;5;17;1;02381;1;;HIRSON;;Hirson
22;02;2;18;2;02408;0;;LAON-NORD;;Laon-Nord
22;02;2;19;1;02468;0;;MARLE;;Marle
22;02;3;20;1;02532;0;;MOY-DE-L'AISNE;;Moÿ-de-l'Aisne
22;02;2;21;1;02541;0;;NEUFCHATEL-SUR-AISNE;;Neufchâtel-sur-Aisne
22;02;1;22;1;02543;0;;NEUILLY-SAINT-FRONT;;Neuilly-Saint-Front
22;02;5;23;1;02558;2;(LE);NOUVION-EN-THIERACHE;(Le);Nouvion-en-Thiérache
22;02;4;24;1;02580;1;;OULCHY-LE-CHATEAU;;Oulchy-le-Château
22;02;3;25;1;02648;0;;RIBEMONT;;Ribemont
22;02;2;26;1;02666;0;;ROZOY-SUR-SERRE;;Rozoy-sur-Serre
22;02;5;27;1;02668;0;;SAINS-RICHAUMONT;;Sains-Richaumont
22;02;3;28;4;02691;0;;SAINT-QUENTIN-CENTRE;;Saint-Quentin-Centre
22;02;3;29;1;02694;0;;SAINT-SIMON;;Saint-Simon
22;02;2;30;1;02720;0;;SISSONNE;;Sissonne
22;02;4;31;2;02722;0;;SOISSONS-NORD;;Soissons-Nord
22;02;4;32;1;02758;0;;VAILLY-SUR-AISNE;;Vailly-sur-Aisne
22;02;3;33;1;02785;0;;VERMAND;;Vermand
22;02;5;34;1;02789;0;;VERVINS;;Vervins
22;02;4;35;1;02795;0;;VIC-SUR-AISNE;;Vic-sur-Aisne
22;02;4;36;1;02810;0;;VILLERS-COTTERETS;;Villers-Cotterêts
22;02;5;37;1;02830;0;;WASSIGNY;;Wassigny
22;02;2;38;2;02408;0;;LAON-SUD;;Laon-Sud
22;02;3;39;2;02691;0;;SAINT-QUENTIN-NORD;;Saint-Quentin-Nord
22;02;3;40;2;02691;0;;SAINT-QUENTIN-SUD;;Saint-Quentin-Sud
22;02;4;41;2;02722;0;;SOISSONS-SUD;;Soissons-Sud
22;02;2;42;1;02738;0;;TERGNIER;;Tergnier
83;03;2;01;1;03036;0;;BOURBON-L'ARCHAMBAULT;;Bourbon-l'Archambault
83;03;1;02;1;03048;0;;CERILLY;;Cérilly
83;03;2;03;1;03053;0;;CHANTELLE;;Chantelle
83;03;2;04;1;03074;0;;CHEVAGNES;;Chevagnes
83;03;1;05;1;03082;0;;COMMENTRY;;Commentry
83;03;3;06;2;03095;0;;CUSSET-NORD;;Cusset-Nord
83;03;2;07;1;03102;0;;DOMPIERRE-SUR-BESBRE;;Dompierre-sur-Besbre
83;03;3;08;1;03103;2;(LE);DONJON;(Le);Donjon
83;03;1;09;1;03107;1;;EBREUIL;;Ébreuil
83;03;3;10;1;03109;1;;ESCUROLLES;;Escurolles
83;03;3;11;1;03118;0;;GANNAT;;Gannat
83;03;1;12;1;03127;1;;HERISSON;;Hérisson
83;03;1;13;1;03128;1;;HURIEL;;Huriel
83;03;3;14;1;03132;0;;JALIGNY-SUR-BESBRE;;Jaligny-sur-Besbre
83;03;3;15;1;03138;0;;LAPALISSE;;Lapalisse
83;03;2;16;1;03155;0;;LURCY-LEVIS;;Lurcy-Lévis
83;03;1;17;1;03161;0;;MARCILLAT-EN-COMBRAILLE;;Marcillat-en-Combraille
83;03;3;18;1;03165;2;(LE);MAYET-DE-MONTAGNE;(Le);Mayet-de-Montagne
83;03;2;19;1;03183;2;(LE);MONTET;(Le);Montet
83;03;1;20;2;03185;0;;MONTLUCON-EST (4E CANTON);;Montluçon-Est (4e Canton)
83;03;1;21;2;03185;0;;MONTLUCON-OUEST (2E CANTON);;Montluçon-Ouest (2e Canton)
83;03;1;22;1;03186;0;;MONTMARAULT;;Montmarault
83;03;2;23;2;03190;0;;MOULINS-SUD;;Moulins-Sud
83;03;2;24;2;03190;0;;MOULINS-OUEST;;Moulins-Ouest
83;03;2;25;1;03197;0;;NEUILLY-LE-REAL;;Neuilly-le-Réal
83;03;2;26;1;03254;0;;SAINT-POURCAIN-SUR-SIOULE;;Saint-Pourçain-sur-Sioule
83;03;2;27;1;03275;0;;SOUVIGNY;;Souvigny
83;03;3;28;1;03298;0;;VARENNES-SUR-ALLIER;;Varennes-sur-Allier
83;03;3;29;4;03310;0;;VICHY-NORD;;Vichy-Nord
83;03;3;30;4;03310;0;;VICHY-SUD;;Vichy-Sud
83;03;1;31;2;03185;0;;MONTLUCON-NORD-EST (1ER CANTON);;Montluçon-Nord-Est (1er Canton)
83;03;1;32;2;03185;0;;MONTLUCON-SUD (3E CANTON);;Montluçon-Sud (3e Canton)
83;03;2;33;1;03321;1;;YZEURE;;Yzeure
83;03;1;34;2;03101;0;;DOMERAT-MONTLUCON-NORD-OUEST;;Domérat-Montluçon-Nord-Ouest
83;03;3;35;2;03095;0;;CUSSET-SUD;;Cusset-Sud
93;04;2;02;1;04008;1;;ANNOT;;Annot
93;04;4;03;1;04018;0;;BANON;;Banon
93;04;1;04;1;04019;0;;BARCELONNETTE;;Barcelonnette
93;04;3;05;1;04022;0;;BARREME;;Barrême
93;04;2;06;1;04039;0;;CASTELLANE;;Castellane
93;04;2;07;1;04061;1;;ALLOS-COLMARS;;Allos-Colmars
93;04;3;08;2;04070;0;;DIGNE-LES-BAINS-EST;;Digne-les-Bains-Est
93;04;2;09;1;04076;1;;ENTREVAUX;;Entrevaux
93;04;4;10;1;04088;0;;FORCALQUIER;;Forcalquier
93;04;3;11;1;04097;3;(LA);JAVIE;(La);Javie
93;04;1;12;1;04102;2;(LE);LAUZET-UBAYE;(Le);Lauzet-Ubaye
93;04;4;13;2;04112;0;;MANOSQUE-NORD;;Manosque-Nord
93;04;3;14;1;04116;4;(LES);MEES;(Les);Mées
93;04;3;15;1;04121;0;;MEZEL;;Mézel
93;04;4;16;1;04134;3;(LA);MOTTE-DU-CAIRE;(La);Motte-du-Caire
93;04;3;17;1;04135;0;;MOUSTIERS-SAINTE-MARIE;;Moustiers-Sainte-Marie
93;04;4;18;1;04139;0;;NOYERS-SUR-JABRON;;Noyers-sur-Jabron
93;04;4;19;1;04149;0;;PEYRUIS;;Peyruis
93;04;4;20;1;04160;0;;REILLANNE;;Reillanne
93;04;3;21;1;04166;0;;RIEZ;;Riez
93;04;2;22;1;04173;0;;SAINT-ANDRE-LES-ALPES;;Saint-André-les-Alpes
93;04;4;23;1;04178;0;;SAINT-ETIENNE-LES-ORGUES;;Saint-Étienne-les-Orgues
93;04;3;26;1;04205;0;;SEYNE;;Seyne
93;04;4;27;1;04209;0;;SISTERON;;Sisteron
93;04;4;28;1;04222;0;;TURRIERS;;Turriers
93;04;3;29;1;04230;0;;VALENSOLE;;Valensole
93;04;4;30;1;04244;0;;VOLONNE;;Volonne
93;04;3;31;2;04070;0;;DIGNE-LES-BAINS-OUEST;;Digne-les-Bains-Ouest
93;04;4;32;2;04112;0;;MANOSQUE-SUD-EST;;Manosque-Sud-Est
93;04;4;33;2;04112;0;;MANOSQUE-SUD-OUEST;;Manosque-Sud-Ouest
93;05;1;01;1;05003;1;;AIGUILLES;;Aiguilles
93;05;1;02;1;05006;5;(L');ARGENTIERE-LA-BESSEE;(L');Argentière-la-Bessée
93;05;2;03;1;05010;1;;ASPRES-SUR-BUECH;;Aspres-sur-Buëch
93;05;2;04;1;05013;0;;BARCILLONNETTE;;Barcillonnette
93;05;2;05;1;05017;3;(LA);BATIE-NEUVE;(La);Bâtie-Neuve
93;05;1;06;2;05023;0;;BRIANCON-NORD;;Briançon-Nord
93;05;2;07;1;05040;0;;CHORGES;;Chorges
93;05;2;08;1;05046;1;;EMBRUN;;Embrun
93;05;2;09;2;05061;0;;GAP-CAMPAGNE;;Gap-Campagne
93;05;1;10;1;05063;3;(LA);GRAVE;(La);Grave
93;05;1;11;1;05065;0;;GUILLESTRE;;Guillestre
93;05;2;12;1;05070;0;;LARAGNE-MONTEGLIN;;Laragne-Montéglin
93;05;1;13;1;05079;2;(LE);MONETIER-LES-BAINS;(Le);Monêtier-les-Bains
93;05;2;14;1;05096;1;;ORCIERES;;Orcières
93;05;2;15;1;05097;1;;ORPIERRE;;Orpierre
93;05;2;16;1;05118;0;;RIBIERS;;Ribiers
93;05;2;17;1;05126;0;;ROSANS;;Rosans
93;05;2;18;1;05132;0;;SAINT-BONNET-EN-CHAMPSAUR;;Saint-Bonnet-en-Champsaur
93;05;2;19;1;05139;0;;DEVOLUY;;Dévoluy
93;05;2;20;1;05142;0;;SAINT-FIRMIN;;Saint-Firmin
93;05;2;21;1;05164;0;;SAVINES-LE-LAC;;Savines-le-Lac
93;05;2;22;1;05166;0;;SERRES;;Serres
93;05;2;23;1;05170;0;;TALLARD;;Tallard
93;05;2;24;1;05179;0;;VEYNES;;Veynes
93;05;1;25;2;05023;0;;BRIANCON-SUD;;Briançon-Sud
93;05;2;26;4;05061;0;;GAP-CENTRE;;Gap-Centre
93;05;2;27;4;05061;0;;GAP-NORD-EST;;Gap-Nord-Est
93;05;2;28;4;05061;0;;GAP-NORD-OUEST;;Gap-Nord-Ouest
93;05;2;29;4;05061;0;;GAP-SUD-EST;;Gap-Sud-Est
93;05;2;30;4;05061;0;;GAP-SUD-OUEST;;Gap-Sud-Ouest
93;06;1;01;2;06004;1;;ANTIBES-BIOT;;Antibes-Biot
93;06;1;02;1;06010;2;(LE);BAR-SUR-LOUP;(Le);Bar-sur-Loup
93;06;2;03;1;06012;0;;BEAUSOLEIL;;Beausoleil
93;06;2;04;1;06023;0;;BREIL-SUR-ROYA;;Breil-sur-Roya
93;06;1;05;2;06123;0;;SAINT-LAURENT-DU-VAR-CAGNES-SUR-MER-EST;;Saint-Laurent-du-Var-Cagnes-sur-Mer-Est
93;06;1;06;4;06029;0;;CANNES-EST;;Cannes-Est
93;06;2;07;1;06048;0;;CONTES;;Contes
93;06;1;08;1;06050;0;;COURSEGOULES;;Coursegoules
93;06;2;09;1;06057;5;(L');ESCARENE;(L');Escarène
93;06;1;10;2;06069;0;;GRASSE-SUD;;Grasse-Sud
93;06;2;11;1;06071;0;;GUILLAUMES;;Guillaumes
93;06;2;12;1;06075;0;;LEVENS;;Levens
93;06;2;13;2;06083;0;;MENTON-EST;;Menton-Est
93;06;2;14;4;06088;0;;NICE  1ER CANTON;;Nice  1er Canton
93;06;2;15;4;06088;0;;NICE  2E  CANTON;;Nice  2e  Canton
93;06;2;16;4;06088;0;;NICE  3E  CANTON;;Nice  3e  Canton
93;06;2;17;4;06088;0;;NICE  4E  CANTON;;Nice  4e  Canton
93;06;2;18;1;06099;0;;PUGET-THENIERS;;Puget-Théniers
93;06;2;19;1;06103;0;;ROQUEBILLIERE;;Roquebillière
93;06;2;20;1;06106;0;;ROQUESTERON;;Roquestéron
93;06;1;21;1;06116;0;;SAINT-AUBAN;;Saint-Auban
93;06;2;22;1;06120;0;;SAINT-ETIENNE-DE-TINEE;;Saint-Étienne-de-Tinée
93;06;2;23;1;06127;0;;SAINT-MARTIN-VESUBIE;;Saint-Martin-Vésubie
93;06;2;24;1;06129;0;;SAINT-SAUVEUR-SUR-TINEE;;Saint-Sauveur-sur-Tinée
93;06;1;25;1;06130;0;;SAINT-VALLIER-DE-THIEY;;Saint-Vallier-de-Thiey
93;06;2;26;1;06136;0;;SOSPEL;;Sospel
93;06;2;27;1;06074;0;;LANTOSQUE;;Lantosque
93;06;1;28;1;06157;0;;VENCE;;Vence
93;06;2;29;1;06158;0;;VILLARS-SUR-VAR;;Villars-sur-Var
93;06;2;30;1;06159;0;;VILLEFRANCHE-SUR-MER;;Villefranche-sur-Mer
93;06;2;31;1;06163;0;;TENDE;;Tende
93;06;2;32;4;06088;0;;NICE  5E  CANTON;;Nice  5e  Canton
93;06;2;33;4;06088;0;;NICE  6E  CANTON;;Nice  6e  Canton
93;06;1;34;4;06030;2;(LE);CANNET;(Le);Cannet
93;06;1;35;2;06155;0;;VALLAURIS-ANTIBES-OUEST;;Vallauris-Antibes-Ouest
93;06;1;36;2;06079;0;;MANDELIEU-CANNES-OUEST;;Mandelieu-Cannes-Ouest
93;06;2;37;4;06088;0;;NICE  7E  CANTON;;Nice  7e  Canton
93;06;2;38;4;06088;0;;NICE  8E  CANTON;;Nice  8e  Canton
93;06;2;39;4;06088;0;;NICE  9E  CANTON;;Nice  9e  Canton
93;06;2;40;4;06088;0;;NICE 10E  CANTON;;Nice 10e  Canton
93;06;2;41;4;06088;0;;NICE 11E  CANTON;;Nice 11e  Canton
93;06;2;42;4;06088;0;;NICE 12E  CANTON;;Nice 12e  Canton
93;06;2;43;2;06088;0;;NICE 13E  CANTON;;Nice 13e  Canton
93;06;2;44;4;06088;0;;NICE 14E  CANTON;;Nice 14e  Canton
93;06;1;45;2;06027;0;;CAGNES-SUR-MER-OUEST;;Cagnes-sur-Mer-Ouest
93;06;1;46;2;06085;0;;MOUGINS;;Mougins
93;06;1;47;4;06004;1;;ANTIBES-CENTRE;;Antibes-Centre
93;06;1;48;4;06027;0;;CAGNES-SUR-MER-CENTRE;;Cagnes-sur-Mer-Centre
93;06;1;49;4;06029;0;;CANNES-CENTRE;;Cannes-Centre
93;06;1;50;1;06033;0;;CARROS;;Carros
93;06;1;51;4;06069;0;;GRASSE-NORD;;Grasse-Nord
93;06;2;52;2;06083;0;;MENTON-OUEST;;Menton-Ouest
82;07;3;01;2;07010;1;;ANNONAY-NORD;;Annonay-Nord
82;07;1;02;1;07011;1;;ANTRAIGUES-SUR-VOLANE;;Antraigues-sur-Volane
82;07;1;03;1;07019;1;;AUBENAS;;Aubenas
82;07;2;04;1;07042;0;;BOURG-SAINT-ANDEOL;;Bourg-Saint-Andéol
82;07;1;05;1;07045;0;;BURZET;;Burzet
82;07;3;06;1;07064;2;(LE);CHEYLARD;(Le);Cheylard
82;07;2;07;1;07066;0;;CHOMERAC;;Chomérac
82;07;1;08;1;07071;0;;COUCOURON;;Coucouron
82;07;1;09;1;07110;0;;JOYEUSE;;Joyeuse
82;07;3;10;1;07129;0;;LAMASTRE;;Lamastre
82;07;1;11;1;07132;0;;LARGENTIERE;;Largentière
82;07;1;12;1;07161;0;;MONTPEZAT-SOUS-BAUZON;;Montpezat-sous-Bauzon
82;07;2;13;1;07186;0;;PRIVAS;;Privas
82;07;2;14;1;07191;0;;ROCHEMAURE;;Rochemaure
82;07;3;15;1;07204;0;;SAINT-AGREVE;;Saint-Agrève
82;07;1;16;1;07232;0;;SAINT-ETIENNE-DE-LUGDARES;;Saint-Étienne-de-Lugdarès
82;07;3;17;1;07236;0;;SAINT-FELICIEN;;Saint-Félicien
82;07;3;18;1;07269;0;;SAINT-MARTIN-DE-VALAMAS;;Saint-Martin-de-Valamas
82;07;3;19;1;07281;0;;SAINT-PERAY;;Saint-Péray
82;07;2;20;1;07286;0;;SAINT-PIERREVILLE;;Saint-Pierreville
82;07;3;21;1;07309;0;;SATILLIEU;;Satillieu
82;07;3;22;1;07313;0;;SERRIERES;;Serrières
82;07;1;23;1;07322;0;;THUEYTS;;Thueyts
82;07;3;24;1;07324;0;;TOURNON-SUR-RHONE;;Tournon-sur-Rhône
82;07;1;25;1;07329;0;;VALGORGE;;Valgorge
82;07;1;26;1;07330;0;;VALLON-PONT-D'ARC;;Vallon-Pont-d'Arc
82;07;1;27;1;07334;4;(LES);VANS;(Les);Vans
82;07;3;28;1;07338;0;;VERNOUX-EN-VIVARAIS;;Vernoux-en-Vivarais
82;07;1;29;1;07341;0;;VILLENEUVE-DE-BERG;;Villeneuve-de-Berg
82;07;2;30;1;07346;0;;VIVIERS;;Viviers
82;07;2;31;1;07349;3;(LA);VOULTE-SUR-RHONE;(La);Voulte-sur-Rhône
82;07;3;32;2;07010;1;;ANNONAY-SUD;;Annonay-Sud
82;07;1;33;1;07331;0;;VALS-LES-BAINS;;Vals-les-Bains
21;08;2;01;1;08024;1;;ASFELD;;Asfeld
21;08;4;02;1;08025;1;;ATTIGNY;;Attigny
21;08;4;03;1;08089;0;;BUZANCY;;Buzancy
21;08;3;04;1;08090;0;;CARIGNAN;;Carignan
21;08;1;05;2;08105;0;;CHARLEVILLE-CENTRE;;Charleville-Centre
21;08;2;06;1;08107;0;;CHATEAU-PORCIEN;;Château-Porcien
21;08;2;07;1;08113;0;;CHAUMONT-PORCIEN;;Chaumont-Porcien
21;08;4;08;1;08116;2;(LE);CHESNE;(Le);Chesne
21;08;1;09;1;08173;0;;FLIZE;;Flize
21;08;1;10;1;08185;0;;FUMAY;;Fumay
21;08;1;11;1;08190;0;;GIVET;;Givet
21;08;4;12;1;08198;0;;GRANDPRE;;Grandpré
21;08;2;13;1;08239;0;;JUNIVILLE;;Juniville
21;08;4;14;1;08264;0;;MACHAULT;;Machault
21;08;1;15;2;08105;0;;MEZIERES-CENTRE-OUEST;;Mézières-Centre-Ouest
21;08;1;16;1;08302;0;;MONTHERME;;Monthermé
21;08;4;17;1;08303;0;;MONTHOIS;;Monthois
21;08;3;18;1;08311;0;;MOUZON;;Mouzon
21;08;2;19;1;08329;0;;NOVION-PORCIEN;;Novion-Porcien
21;08;1;20;1;08335;1;;OMONT;;Omont
21;08;3;21;1;08354;0;;RAUCOURT-ET-FLABA;;Raucourt-et-Flaba
21;08;1;22;1;08361;0;;RENWEZ;;Renwez
21;08;2;23;1;08362;0;;RETHEL;;Rethel
21;08;1;24;1;08367;0;;ROCROI;;Rocroi
21;08;1;25;1;08373;0;;RUMIGNY;;Rumigny
21;08;3;26;2;08409;0;;SEDAN-NORD;;Sedan-Nord
21;08;3;27;2;08409;0;;SEDAN-EST;;Sedan-Est
21;08;1;28;1;08419;0;;SIGNY-L'ABBAYE;;Signy-l'Abbaye
21;08;1;29;1;08420;0;;SIGNY-LE-PETIT;;Signy-le-Petit
21;08;4;30;1;08458;0;;TOURTERON;;Tourteron
21;08;4;31;1;08490;0;;VOUZIERS;;Vouziers
21;08;1;32;2;08105;0;;CHARLEVILLE-LA HOUILLERE;;Charleville-La Houillère
21;08;1;33;2;08105;0;;MEZIERES-EST;;Mézières-Est
21;08;1;34;1;08328;0;;NOUZONVILLE;;Nouzonville
21;08;1;35;1;08363;0;;REVIN;;Revin
21;08;3;36;2;08409;0;;SEDAN-OUEST;;Sedan-Ouest
21;08;1;37;2;08480;0;;VILLERS-SEMEUSE;;Villers-Semeuse
73;09;1;01;1;09032;1;;AX-LES-THERMES;;Ax-les-Thermes
73;09;1;02;1;09042;3;(LA);BASTIDE-DE-SEROU;(La);Bastide-de-Sérou
73;09;1;03;1;09070;4;(LES);CABANNES;(Les);Cabannes
73;09;3;04;1;09085;0;;CASTILLON-EN-COUSERANS;;Castillon-en-Couserans
73;09;1;05;1;09122;0;;FOIX-VILLE;;Foix-Ville
73;09;2;06;1;09124;2;(LE);FOSSAT;(Le);Fossat
73;09;1;07;1;09160;0;;LAVELANET;;Lavelanet
73;09;2;08;1;09181;2;(LE);MAS-D'AZIL;(Le);Mas-d'Azil
73;09;3;09;1;09182;0;;MASSAT;;Massat
73;09;2;10;1;09194;0;;MIREPOIX;;Mirepoix
73;09;3;11;1;09223;1;;OUST;;Oust
73;09;2;12;2;09225;0;;PAMIERS-OUEST;;Pamiers-Ouest
73;09;1;13;1;09239;0;;QUERIGUT;;Quérigut
73;09;3;14;1;09257;0;;SAINTE-CROIX-VOLVESTRE;;Sainte-Croix-Volvestre
73;09;3;15;1;09261;0;;SAINT-GIRONS;;Saint-Girons
73;09;3;16;1;09268;0;;SAINT-LIZIER;;Saint-Lizier
73;09;2;17;1;09282;0;;SAVERDUN;;Saverdun
73;09;1;18;1;09306;0;;TARASCON-SUR-ARIEGE;;Tarascon-sur-Ariège
73;09;2;19;1;09324;0;;VARILHES;;Varilhes
73;09;1;20;1;09334;0;;VICDESSOS;;Vicdessos
73;09;1;21;1;09207;0;;FOIX-RURAL;;Foix-Rural
73;09;2;22;2;09225;0;;PAMIERS-EST;;Pamiers-Est
21;10;3;01;1;10003;1;;AIX-EN-OTHE;;Aix-en-Othe
21;10;3;02;1;10006;1;;ARCIS-SUR-AUBE;;Arcis-sur-Aube
21;10;1;03;1;10033;0;;BAR-SUR-AUBE;;Bar-sur-Aube
21;10;3;04;1;10034;0;;BAR-SUR-SEINE;;Bar-sur-Seine
21;10;3;05;1;10051;0;;BOUILLY;;Bouilly
21;10;1;06;1;10064;0;;BRIENNE-LE-CHATEAU;;Brienne-le-Château
21;10;3;07;1;10080;0;;CHAOURCE;;Chaource
21;10;1;08;1;10094;0;;CHAVANGES;;Chavanges
21;10;3;09;1;10140;1;;ERVY-LE-CHATEL;;Ervy-le-Châtel
21;10;3;10;1;10141;1;;ESSOYES;;Essoyes
21;10;3;11;1;10142;1;;ESTISSAC;;Estissac
21;10;3;12;1;10209;0;;LUSIGNY-SUR-BARSE;;Lusigny-sur-Barse
21;10;2;13;1;10223;0;;MARCILLY-LE-HAYER;;Marcilly-le-Hayer
21;10;2;14;1;10233;0;;MERY-SUR-SEINE;;Méry-sur-Seine
21;10;3;15;1;10261;0;;MUSSY-SUR-SEINE;;Mussy-sur-Seine
21;10;2;16;1;10268;0;;NOGENT-SUR-SEINE;;Nogent-sur-Seine
21;10;3;17;1;10287;0;;PINEY;;Piney
21;10;3;18;1;10314;0;;RAMERUPT;;Ramerupt
21;10;3;19;1;10317;4;(LES);RICEYS;(Les);Riceys
21;10;2;20;2;10323;0;;ROMILLY-SUR-SEINE  1ER CANTON;;Romilly-sur-Seine  1er Canton
21;10;1;21;1;10372;0;;SOULAINES-DHUYS;;Soulaines-Dhuys
21;10;3;22;2;10387;0;;TROYES  1ER CANTON;;Troyes  1er Canton
21;10;3;23;2;10387;0;;TROYES  2E  CANTON;;Troyes  2e  Canton
21;10;3;24;4;10387;0;;TROYES  3E  CANTON;;Troyes  3e  Canton
21;10;1;25;1;10401;0;;VENDEUVRE-SUR-BARSE;;Vendeuvre-sur-Barse
21;10;2;26;1;10420;0;;VILLENAUXE-LA-GRANDE;;Villenauxe-la-Grande
21;10;2;27;4;10323;0;;ROMILLY-SUR-SEINE  2E  CANTON;;Romilly-sur-Seine  2e  Canton
21;10;3;28;1;10362;0;;SAINTE-SAVINE;;Sainte-Savine
21;10;3;29;3;10387;0;;TROYES  4E  CANTON;;Troyes  4e  Canton
21;10;3;30;4;10387;0;;TROYES  5E  CANTON;;Troyes  5e  Canton
21;10;3;31;2;10387;0;;TROYES  6E  CANTON;;Troyes  6e  Canton
21;10;3;32;2;10387;0;;TROYES  7E  CANTON;;Troyes  7e  Canton
21;10;3;33;2;10081;3;(LA);CHAPELLE-SAINT-LUC;(La);Chapelle-Saint-Luc
91;11;2;01;1;11004;1;;ALAIGNE;;Alaigne
91;11;1;02;1;11009;1;;ALZONNE;;Alzonne
91;11;2;03;1;11021;1;;AXAT;;Axat
91;11;2;04;1;11028;0;;BELCAIRE;;Belcaire
91;11;1;05;1;11033;0;;BELPECH;;Belpech
91;11;1;06;1;11068;0;;CAPENDU;;Capendu
91;11;1;07;2;11069;0;;CARCASSONNE  1ER CANTON;;Carcassonne  1er Canton
91;11;1;08;2;11069;0;;CARCASSONNE  2E  CANTON-NORD;;Carcassonne  2e  Canton-Nord
91;11;1;09;2;11076;0;;CASTELNAUDARY-NORD;;Castelnaudary-Nord
91;11;1;10;2;11076;0;;CASTELNAUDARY-SUD;;Castelnaudary-Sud
